Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Latency
49,49,0,0,0,0.120235682
41,26,17,41,0,0.117951822
22,19,20,22,0,0.118620539
24,24,0,0,0,0.115806437
11,26,11,0,0,0.116358089
11,11,0,0,0,0.118113613
14,8,23,14,0,0.120581436
31,39,31,0,0,0.115418482
41,41,0,0,0,0.120094252
6,6,0,0,0,0.11934576
31,36,31,0,0,0.116612196
49,48,11,47,49,0.117609358
29,21,46,29,0,0.120598316
24,20,22,24,0,0.120816088
4,4,0,0,0,0.116383886
2,35,20,2,0,0.131581116
13,13,0,0,0,0.175778246
26,39,26,0,0,0.166275454
26,23,26,0,0,0.159629107
38,35,38,0,0,0.167838573
7,47,32,2,7,0.165739346
41,1,41,0,0,0.158877373
2,21,2,0,0,0.143067074
2,2,0,0,0,0.122525978
25,29,25,0,0,0.118423128
13,29,41,5,13,0.120955896
39,47,33,38,39,0.11984334
38,1,37,20,38,0.122769594
25,25,29,25,0,0.117575407
49,16,49,49,0,0.118441868
5,5,0,0,0,0.119194603
32,32,0,0,0,0.116227484
27,14,10,27,0,0.118350601
34,39,43,40,34,0.115955687
21,19,41,35,21,0.1187747
10,12,26,4,10,0.115819788
35,35,0,0,0,0.124089861
23,31,23,0,0,0.132475758
46,46,0,0,0,0.16738534
42,42,0,0,0,0.14763937
1,44,41,1,1,0.191012907
17,29,47,17,0,0.191794062
19,25,43,19,0,0.279684162
39,38,39,0,0,0.146207857
48,38,48,48,0,0.133135366
9,9,0,0,0,0.14169631
11,4,18,26,11,0.142145205
11,23,11,0,0,0.138626814
19,18,35,18,19,0.13673749
39,18,10,11,39,0.139025354
19,23,19,0,0,0.134404421
9,17,22,9,0,0.133517408
4,4,0,0,0,0.120336866
26,37,34,26,0,0.133391476
37,4,23,37,0,0.125295305
9,31,9,0,0,0.122632885
20,43,20,0,0,0.12210598
42,30,9,42,0,0.18182106
35,35,0,0,0,0.158963871
22,24,28,22,0,0.16711092
33,46,17,33,0,0.180727243
25,32,9,25,0,0.14574399
34,3,11,34,0,0.177162838
27,36,34,30,27,0.165227079
13,34,11,13,0,0.126051378
8,20,17,35,8,0.115806103
32,32,0,0,0,0.118609715
32,30,11,39,32,0.121199894
30,30,0,0,0,0.115009499
33,33,0,0,0,0.116586447
22,46,38,22,0,0.122126961
32,3,48,34,32,0.117866993
33,3,33,0,0,0.123386288
25,23,25,0,0,0.120365191
17,29,17,0,0,0.12124896
17,17,0,0,0,0.119947433
22,22,0,0,0,0.117700911
6,13,37,6,0,0.119666147
3,39,31,21,3,0.126080227
12,12,0,0,0,0.151346493
13,13,0,0,0,0.166776276
43,17,43,0,0,0.137395191
25,26,25,0,0,0.158085728
6,6,0,0,0,0.134493732
38,21,44,43,38,0.183783913
8,11,44,33,8,0.173182297
10,36,28,10,0,0.152918863
36,8,36,0,0,0.120219803
33,15,33,0,0,0.116217804
38,38,0,0,0,0.116169024
29,5,20,41,29,0.11831708
39,41,39,0,0,0.117151785
19,46,20,44,19,0.123087263
3,3,0,0,0,0.118549871
23,6,30,23,0,0.120513344
20,20,0,0,0,0.113799191
10,13,10,0,0,0.123210096
10,23,18,24,10,0.124023914
42,42,0,0,0,0.114640141
22,44,22,0,0,0.113655663
16,16,0,0,0,0.115335035
17,8,17,0,0,0.112086916
44,47,28,22,44,0.135349703
17,30,17,0,0,0.160521936
31,24,19,31,0,0.140355635
44,29,12,44,0,0.166995049
14,45,21,8,14,0.176636219
40,7,6,40,0,0.153643751
12,2,15,12,0,0.144753218
49,20,16,49,0,0.163480234
35,11,35,0,0,0.134682798
46,46,0,0,0,0.128966141
7,7,0,0,0,0.113858223
31,43,31,0,0,0.114503622
38,4,45,38,0,0.121439934
24,17,32,45,24,0.118842363
27,33,38,27,0,0.116382742
22,4,22,0,0,0.131638813
4,44,34,22,4,0.138443422
41,18,9,41,0,0.141459227
11,39,2,48,11,0.141153669
40,40,0,0,0,0.132885504
48,12,48,0,0,0.137319708
31,7,38,11,31,0.147330952
11,30,39,11,0,0.202113581
3,6,30,3,0,0.176393223
35,37,18,35,0,0.166203356
13,15,28,38,13,0.157502222
44,8,12,12,44,0.190426207
2,9,42,2,0,0.177103758
46,26,12,22,46,0.129900885
24,24,0,0,0,0.11680398
28,3,28,0,0,0.125551844
27,17,27,0,0,0.125869465
15,43,15,0,0,0.119072819
42,34,27,34,42,0.123510933
27,7,27,0,0,0.120705748
37,37,0,0,0,0.120751905
8,11,24,49,8,0.117442799
16,16,0,0,0,0.11711998
30,13,4,38,30,0.121125412
14,47,14,0,0,0.124272156
5,21,35,26,5,0.114800644
15,12,49,15,0,0.118167162
37,46,37,0,0,0.122404766
33,19,46,18,33,0.138621426
48,37,48,0,0,0.162175274
13,46,23,15,13,0.168472004
12,6,46,12,0,0.157407475
31,25,3,31,0,0.153939486
29,9,46,28,29,0.181678915
40,34,41,47,40,0.183991194
8,44,4,2,8,0.149916172
8,20,4,8,0,0.122910643
38,47,11,15,38,0.123252153
4,3,4,0,0,0.118654585
9,32,21,34,9,0.125943089
21,4,23,7,21,0.123920536
8,2,35,26,8,0.123148584
28,28,18,28,0,0.123220062
45,44,45,0,0,0.117437029
4,43,4,0,0,0.117465401
24,24,0,0,0,0.121892405
12,12,0,0,0,0.11843276
44,35,32,44,0,0.113483667
40,6,40,0,0,0.123285627
47,47,0,0,0,0.118807411
30,30,0,0,0,0.127728271
15,29,15,0,0,0.158660841
21,41,21,0,0,0.184054899
25,38,25,0,0,0.152876902
5,5,0,0,0,0.15418725
27,2,27,0,0,0.167968035
9,9,0,0,0,0.188535023
20,14,39,20,0,0.141672134
25,8,17,2,25,0.120146942
31,17,30,31,0,0.120794296
1,1,0,0,0,0.127621698
38,42,15,30,38,0.117700481
8,31,24,8,0,0.120719099
30,30,0,0,0,0.112629128
14,16,18,23,14,0.122690296
32,23,2,37,32,0.124098682
8,8,0,0,0,0.114257336
40,21,42,40,40,0.114704037
21,36,33,23,21,0.123233461
18,41,18,0,0,0.220962286
37,19,37,0,0,0.132180214
37,36,41,37,0,0.156220198
49,5,49,0,0,0.164746284
24,30,2,45,24,0.178327656
5,17,31,7,5,0.203756285
45,48,24,7,45,0.172389126
23,12,42,42,23,0.189760399
4,7,15,4,0,0.164628506
29,29,0,0,0,0.127720356
49,28,49,0,0,0.125268126
36,24,2,28,36,0.126528788
49,21,37,49,0,0.126251125
23,23,0,0,0,0.123144293
21,12,21,0,0,0.12433176
45,33,25,9,45,0.120168877
22,22,0,0,0,0.116846943
44,30,23,12,44,0.120022392
24,43,19,3,24,0.12039609
28,1,30,28,0,0.118684816
16,5,46,16,0,0.126353836
24,24,0,0,0,0.114821815
1,1,0,0,0,0.131026125
42,27,33,7,42,0.136258411
44,45,44,0,0,0.164965296
21,33,45,21,0,0.16375432
40,22,38,40,0,0.1558846
38,38,40,1,38,0.162408257
5,32,34,5,0,0.164831305
48,31,46,23,48,0.18076148
34,21,44,7,34,0.149207163
15,10,36,15,0,0.118361139
8,5,43,8,0,0.124319267
24,1,39,22,24,0.118133736
24,24,0,0,0,0.119079018
18,14,24,34,18,0.120367479
47,36,7,47,0,0.12221036
28,20,28,0,0,0.116665649
36,27,36,0,0,0.115213776
5,5,0,0,0,0.11246295
14,14,0,0,0,0.121450281
38,38,0,0,0,0.119447088
17,37,36,41,17,0.114390182
19,13,23,19,0,0.120883179
14,42,14,0,0,0.118194962
47,38,8,22,47,0.118373013
34,22,39,34,0,0.153778982
43,43,43,0,0,0.160360909
19,19,0,0,0,0.140477753
33,22,33,0,0,0.14706912
15,21,27,15,0,0.169686747
3,40,3,0,0,0.185530663
29,35,12,29,0,0.135616493
16,12,16,0,0,0.155309725
22,30,22,0,0,0.130426979
28,18,9,21,28,0.118722582
22,31,22,0,0,0.117809677
43,13,7,43,0,0.121718025
25,9,34,32,25,0.117391872
2,2,0,0,0,0.116950989
47,1,47,0,0,0.120274401
35,35,0,0,0,0.110571337
14,16,46,4,14,0.117667389
11,33,3,48,11,0.117113113
15,15,0,0,0,0.120182562
30,30,0,0,0,0.114657545
39,33,39,0,0,0.123077774
12,5,35,38,12,0.125985575
13,13,40,29,13,0.127159071
1,24,1,0,0,0.163893747
13,38,29,15,13,0.143841267
3,12,3,0,0,0.166030073
11,11,0,0,0,0.296318102
24,21,4,20,24,0.194655037
30,30,0,0,0,0.176497173
13,4,14,18,13,0.13781662
16,35,24,26,16,0.140390062
23,2,23,0,0,0.138283825
28,2,43,28,0,0.142692184
48,11,2,9,48,0.142942476
29,3,29,0,0,0.141920948
36,27,36,0,0,0.13712616
14,39,7,24,14,0.131085825
24,47,28,14,24,0.127925253
44,30,44,0,0,0.125166416
9,4,15,23,9,0.120562649
24,24,0,0,0,0.123686314
5,34,6,5,0,0.123771191
17,16,17,0,0,0.147283554
23,23,0,0,0,0.142610931
30,29,31,30,0,0.162665176
14,5,14,0,0,0.165390778
46,39,48,46,0,0.179942942
46,4,46,0,0,0.177192974
24,24,0,0,0,0.178769398
7,7,0,0,0,0.154647732
14,31,14,0,0,0.12497282
24,46,36,39,24,0.119388533
15,14,13,14,15,0.12302165
17,2,26,22,17,0.121522999
45,9,27,45,0,0.117477226
30,6,45,9,30,0.118222332
20,27,49,20,0,0.118391895
24,22,36,24,0,0.116622829
43,23,43,0,0,0.121742868
16,16,0,0,0,0.11610322
46,29,46,0,0,0.116187954
27,27,0,0,0,0.120115566
34,31,34,0,0,0.12097578
3,28,43,48,3,0.12037077
24,15,32,24,0,0.123959541
48,48,20,48,0,0.168442249
4,7,13,4,0,0.155541611
27,1,42,47,27,0.165568733
41,41,0,0,0,0.164082861
41,11,1,21,41,0.168577003
12,48,21,12,12,0.14791069
35,42,25,21,35,0.167082071
10,40,10,0,0,0.131248283
20,20,5,20,0,0.118066645
34,11,7,34,0,0.116407061
19,20,47,19,0,0.112415028
14,47,23,9,14,0.120479774
24,24,0,0,0,0.113926554
27,12,45,27,0,0.120302439
43,13,20,43,0,0.117349768
30,30,0,0,0,0.11507864
45,1,45,0,0,0.123893976
10,10,0,0,0,0.116002369
8,8,0,0,0,0.116255283
13,47,13,0,0,0.120805025
37,46,37,0,0,0.117564297
21,37,21,0,0,0.121011972
47,24,47,0,0,0.116888237
12,18,12,0,0,0.154269361
15,16,37,15,0,0.159849501
6,20,20,1,6,0.156025887
4,26,4,0,0,0.1462183
4,32,4,0,0,0.145505857
39,49,3,39,0,0.172834015
20,43,20,0,0,0.168576717
46,46,0,0,0,0.136945677
2,2,18,6,2,0.130366707
49,49,0,0,0,0.113946009
12,12,0,0,0,0.115527964
8,8,0,0,0,0.221725941
15,41,38,34,15,0.13856163
15,12,28,5,15,0.137778997
42,42,0,0,0,0.132302809
7,14,5,22,7,0.13251853
14,25,14,0,0,0.134140158
28,28,0,0,0,0.134879827
5,5,0,0,0,0.132632351
24,24,0,0,0,0.130771875
40,40,0,0,0,0.135399628
32,32,0,0,0,0.157737732
35,16,35,0,0,0.151193047
11,42,18,11,0,0.180714941
36,4,8,36,0,0.153470373
19,32,15,22,19,0.170427084
40,25,19,40,0,0.178468561
5,5,0,0,0,0.171530437
19,24,36,15,19,0.134164762
11,29,11,0,0,0.119312143
27,27,0,0,0,0.118613672
27,38,34,15,27,0.121888304
21,24,49,21,0,0.113527346
44,47,44,0,0,0.119437838
37,20,23,37,0,0.118908262
3,3,0,0,0,0.114258528
29,46,31,29,0,0.12172451
15,4,15,0,0,0.115953112
46,23,46,0,0,0.120622921
29,47,31,29,0,0.119868612
34,6,34,0,0,0.11823678
18,23,21,18,0,0.11793685
13,32,1,13,0,0.11388669
25,11,40,25,0,0.127577829
14,14,14,0,0,0.171815681
44,13,25,44,0,0.164551878
3,3,0,0,0,0.165613842
30,15,12,24,30,0.143543577
38,25,28,38,0,0.179865456
10,41,16,47,10,0.160833406
21,21,0,0,0,0.16079936
33,38,23,33,0,0.117621422
44,24,44,0,0,0.11805625
43,43,0,0,0,0.119795799
5,30,18,28,5,0.115127277
45,45,0,0,0,0.116462708
15,22,13,40,15,0.117998266
29,49,9,22,29,0.116048145
3,3,0,0,0,0.117381859
17,17,0,0,0,0.112569523
49,17,42,4,49,0.116629601
6,26,6,0,0,0.114656925
18,18,0,0,0,0.111868238
17,40,22,22,17,0.124403286
41,41,0,0,0,0.114950275
11,12,28,11,0,0.113779259
31,7,14,31,0,0.13865757
5,24,5,0,0,0.186363697
32,41,42,18,32,0.159013367
4,42,22,4,4,0.147835207
26,26,0,0,0,0.153363752
28,28,0,0,0,0.164808321
39,34,42,39,0,0.181672859
9,11,24,9,0,0.138586807
1,5,15,41,1,0.122008801
35,34,15,35,0,0.123393726
43,25,43,0,0,0.121139336
46,2,44,15,46,0.117951679
4,27,4,0,0,0.1145895
18,18,0,0,0,0.108646917
8,5,40,8,0,0.116201639
49,49,0,0,0,0.112028503
43,43,0,0,0,0.117816019
32,12,32,0,0,0.116764259
9,8,9,0,0,0.222398329
9,3,43,9,0,0.138595486
13,20,13,0,0,0.135474968
1,1,0,0,0,0.16049099
26,43,26,0,0,0.161555338
42,25,15,42,0,0.192129946
13,38,47,13,0,0.174374866
9,9,0,0,0,0.180223751
19,14,19,0,0,0.174562263
38,35,38,0,0,0.182914782
6,25,6,0,0,0.123662806
31,23,29,31,0,0.128950596
28,16,28,0,0,0.118230867
12,45,12,0,0,0.122512436
22,22,0,0,0,0.115764284
25,25,25,0,0,0.124134684
19,26,15,19,0,0.124067116
32,15,7,22,32,0.119788027
35,9,30,35,0,0.120935774
25,2,25,0,0,0.126190615
39,39,0,0,0,0.120728636
6,6,0,0,0,0.116215563
40,40,0,0,0,0.117590857
1,23,39,1,0,0.123605251
13,6,13,0,0,0.120199251
12,42,43,12,0,0.156472445
38,45,38,0,0,0.140092039
10,35,10,0,0,0.154686165
46,30,36,46,0,0.182138348
8,36,26,8,0,0.176541805
31,20,4,41,31,0.155779791
47,15,15,38,47,0.178479147
1,12,17,25,1,0.141103935
29,29,0,0,0,0.115024805
5,36,9,39,5,0.120269299
25,25,0,0,0,0.116253376
24,33,14,24,0,0.122992706
9,9,0,0,0,0.121190596
35,14,42,35,0,0.122247458
44,28,40,43,44,0.122754383
2,2,0,0,0,0.119157362
22,9,22,0,0,0.119289351
39,27,21,39,0,0.120392799
20,11,20,0,0,0.11596899
40,9,19,40,0,0.118005133
6,6,0,0,0,0.117452574
33,13,37,33,0,0.119887304
6,6,0,0,0,0.13164525
34,34,0,0,0,0.147785139
46,46,0,0,0,0.161622095
15,15,0,0,0,0.168019438
3,21,35,20,3,0.175610256
25,42,43,38,25,0.170463181
36,30,15,36,0,0.171705866
23,34,31,22,23,0.149682713
47,33,22,45,47,0.118804121
2,46,2,0,0,0.117037582
49,49,0,0,0,0.121066713
2,19,2,0,0,0.115230179
10,11,4,45,10,0.119559908
49,49,0,0,0,0.117467928
17,17,0,0,0,0.120990849
8,4,17,17,8,0.113239288
6,6,0,0,0,0.111346197
27,32,41,27,0,0.121521568
27,33,13,48,27,0.116594267
27,19,27,0,0,0.11823616
10,2,17,40,10,0.119856358
14,19,2,3,14,0.116235828
48,49,49,48,0,0.119912958
44,44,0,0,0,0.15761919
25,25,0,0,0,0.163052416
2,21,45,28,2,0.184786367
21,21,0,0,0,0.293064308
37,27,7,37,0,0.209508944
4,4,0,0,0,0.161678219
10,30,29,9,10,0.136265755
45,16,45,0,0,0.137760592
29,29,0,0,0,0.136874056
20,42,20,0,0,0.138014317
20,16,20,0,0,0.14112463
43,6,43,0,0,0.14108572
20,10,14,20,0,0.132708645
13,24,34,13,0,0.127422857
39,2,10,25,39,0.124478579
35,17,35,0,0,0.127497816
28,8,26,14,28,0.124100447
36,31,36,0,0,0.118023014
13,15,7,13,0,0.121025085
30,7,17,6,30,0.135685396
8,42,13,8,0,0.153446627
25,24,25,0,0,0.182485199
8,8,0,0,0,0.156564903
2,2,0,0,0,0.17273097
26,7,46,18,26,0.168150806
41,25,35,41,0,0.184688997
12,36,12,0,0,0.148970842
6,48,41,6,0,0.119097996
40,9,40,0,0,0.119787073
38,38,0,0,0,0.122254562
35,35,0,0,0,0.121184683
48,42,48,0,0,0.117878675
39,14,34,39,0,0.115285397
20,48,20,0,0,0.116832352
3,29,20,3,0,0.117295456
4,33,22,8,4,0.120940971
15,15,0,0,0,0.115181017
32,42,28,4,32,0.119328022
26,38,26,0,0,0.1137393
37,1,37,0,0,0.126599407
44,44,0,0,0,0.117604017
7,5,1,7,0,0.125717258
5,17,47,5,0,0.158174992
8,42,24,8,0,0.169096088
28,2,28,0,0,0.161344957
36,42,28,27,36,0.172818947
21,37,21,0,0,0.193889666
10,11,37,10,0,0.190735197
43,26,2,29,43,0.132127953
9,9,0,0,0,0.118788958
30,18,33,30,0,0.115123129
29,2,2,47,29,0.117602253
2,23,47,35,2,0.125278616
35,9,5,10,35,0.122186375
35,37,35,0,0,0.12444725
22,49,22,0,0,0.116333294
5,38,24,27,5,0.118880939
1,7,33,7,1,0.12599864
6,11,6,0,0,0.115553904
13,36,37,13,0,0.118493605
48,46,20,48,48,0.115991688
15,32,27,16,15,0.120802593
5,1,1,43,5,0.121629906
2,19,39,45,2,0.141527319
44,45,37,35,44,0.162206936
17,38,17,0,0,0.183240891
40,43,32,40,0,0.171504068
40,44,40,0,0,0.163222837
24,2,24,0,0,0.158549261
25,30,25,0,0,0.176650572
9,42,1,23,9,0.134845448
30,38,43,6,30,0.11995244
11,29,32,47,11,0.118042612
14,3,14,0,0,0.12485652
26,48,47,22,26,0.238957977
24,24,0,0,0,0.139107943
15,38,20,15,0,0.135283422
7,8,32,8,7,0.136922598
42,31,8,35,42,0.141663504
7,36,25,7,0,0.135067463
5,16,11,5,0,0.143054724
7,31,7,0,0,0.13005805
49,33,11,11,49,0.139280176
40,40,0,0,0,0.173943186
47,15,1,47,0,0.172365427
16,10,27,16,0,0.152113867
13,23,11,13,0,0.197540665
13,7,32,13,0,0.164641857
15,5,15,0,0,0.184285784
16,36,8,34,16,0.143301392
36,36,0,0,0,0.123306799
1,20,7,1,0,0.123780823
22,47,22,0,0,0.119436264
26,26,0,0,0,0.115693998
18,48,42,18,0,0.122320986
16,17,6,9,16,0.125484991
42,31,23,42,0,0.119497538
29,30,35,42,29,0.122777319
8,8,0,0,0,0.114994287
34,40,34,0,0,0.115351963
17,6,28,20,17,0.127865648
20,20,0,0,0,0.115531921
8,25,45,43,8,0.122138786
33,33,0,0,0,0.120783091
24,28,32,24,0,0.131414318
35,41,35,0,0,0.154086018
22,5,13,4,22,0.179855537
1,1,0,0,0,0.163438034
31,16,20,38,31,0.155215168
15,7,5,7,15,0.186824608
34,34,0,0,0,0.150965691
15,7,9,15,0,0.160411692
11,48,11,0,0,0.122583485
21,49,5,21,0,0.118213224
34,15,28,34,0,0.117373514
14,30,2,30,14,0.116250992
16,11,29,28,16,0.117751122
16,16,0,0,0,0.121426868
31,20,42,31,0,0.119985342
29,26,34,21,29,0.117022133
42,42,0,0,0,0.123474979
19,47,19,0,0,0.117976713
28,47,5,1,28,0.128784323
49,13,49,0,0,0.118642664
17,43,17,0,0,0.126018715
13,38,13,0,0,0.12036891
47,30,26,47,0,0.11696291
28,4,26,28,0,0.142672396
13,44,13,13,0,0.151339674
24,15,1,24,0,0.159213018
28,39,16,28,0,0.187930632
8,8,0,0,0,0.170443964
43,17,18,33,43,0.150010061
5,5,0,0,0,0.16193037
29,44,26,5,29,0.160624647
7,7,0,0,0,0.115692091
17,11,17,0,0,0.120957947
19,11,19,0,0,0.120024776
42,47,48,42,0,0.121958113
32,27,37,18,32,0.12068615
11,5,11,0,0,0.123787403
9,46,5,9,0,0.119441462
45,19,16,45,0,0.116781282
25,2,25,0,0,0.123151064
13,13,0,0,0,0.117184019
41,38,45,3,41,0.123788309
33,17,29,6,33,0.220874786
46,46,0,0,0,0.134961033
23,31,43,37,23,0.150743532
21,10,17,21,0,0.176647377
25,46,47,29,25,0.186689281
40,41,18,40,0,0.184056187
27,27,0,0,0,0.165321255
9,5,9,0,0,0.203094769
27,27,0,0,0,0.182257462
19,45,2,19,0,0.13888483
23,13,23,0,0,0.131260824
43,42,43,6,43,0.128595638
42,20,42,0,0,0.129795647
8,34,8,0,0,0.125799131
45,2,31,45,0,0.122916269
28,13,44,28,0,0.131533861
2,13,5,2,0,0.130825233
12,17,38,33,12,0.126042271
5,25,7,6,5,0.122472572
8,20,8,0,0,0.121879816
2,25,25,2,0,0.123042679
24,43,49,24,0,0.12616539
46,46,0,0,0,0.119315338
20,20,0,0,0,0.128328371
7,36,7,0,0,0.170165253
41,41,0,0,0,0.158337498
39,4,46,47,39,0.178015947
24,46,24,0,0,0.139977169
11,10,12,11,0,0.172697639
19,19,0,0,0,0.185028601
36,24,9,13,36,0.150395727
47,32,15,19,47,0.125815344
5,48,9,5,0,0.118521976
11,11,0,0,0,0.118678761
18,15,18,0,0,0.119616747
22,22,0,0,0,0.122952652
6,30,6,0,0,0.12237258
28,3,28,0,0,0.115376949
48,43,36,4,48,0.119893217
49,47,49,0,0,0.120424318
21,37,5,21,0,0.115032864
47,46,47,0,0,0.122625494
30,30,0,0,0,0.116650391
42,24,46,19,42,0.119559431
34,48,34,0,0,0.123971939
15,11,15,0,0,0.116549873
48,48,0,0,0,0.150466776
13,20,40,13,0,0.167433405
10,46,41,10,0,0.17194581
14,45,14,0,0,0.168859529
44,44,0,0,0,0.146781111
42,23,20,35,42,0.178497791
8,11,8,0,0,0.178997135
1,7,1,0,0,0.13471508
12,30,12,0,0,0.116627073
13,13,0,0,0,0.11977005
9,5,5,9,0,0.120535803
41,32,41,0,0,0.116950321
24,28,24,0,0,0.119803286
35,18,8,30,35,0.126106405
34,34,0,0,0,0.118483591
43,43,43,0,0,0.119920015
29,29,0,0,0,0.12772069
35,8,35,0,0,0.117561579
45,34,45,0,0,0.124159765
37,37,0,0,0,0.117846155
43,7,12,8,43,0.119771099
46,44,46,0,0,0.116183615
45,7,37,48,45,0.130774832
32,32,0,0,0,0.159776258
42,49,42,0,0,0.151069403
35,35,0,0,0,0.155856991
2,44,48,44,2,0.17156949
48,28,48,0,0,0.155132151
31,18,43,31,0,0.29352417
12,12,0,0,0,0.14921484
6,31,41,6,0,0.139103413
14,14,0,0,0,0.135487652
22,22,0,0,0,0.135677242
41,41,0,0,0,0.129797935
45,45,0,0,0,0.133150387
27,6,10,27,0,0.139365482
10,9,10,0,0,0.142529583
7,48,44,36,7,0.130785418
21,5,21,0,0,0.121358013
1,33,11,1,0,0.134687519
25,25,0,0,0,0.12375083
41,23,41,0,0,0.126461315
17,47,23,17,0,0.127967501
31,27,17,14,31,0.136410809
14,29,14,0,0,0.162134743
32,16,44,44,32,0.174953318
40,38,3,26,40,0.182928514
45,17,29,45,0,0.184483719
30,21,29,30,0,0.132518148
22,7,11,22,0,0.178213692
6,17,43,6,0,0.132681274
17,29,5,17,0,0.122891378
9,9,0,0,0,0.115356588
3,3,0,0,0,0.118446445
3,25,3,0,0,0.120803547
15,19,45,15,0,0.118757725
33,22,33,0,0,0.124288845
29,29,29,0,0,0.119903946
32,32,0,0,0,0.11711154
13,13,0,0,0,0.11308651
30,36,30,0,0,0.113328505
41,39,40,6,41,0.120501041
29,9,15,34,29,0.12571888
7,14,7,0,0,0.112460995
36,35,36,0,0,0.121787167
30,19,30,0,0,0.122289848
37,9,38,10,37,0.13982892
5,25,5,0,0,0.171262884
12,34,12,0,0,0.172471857
14,13,45,14,0,0.172986412
32,45,32,0,0,0.167123652
41,23,23,18,41,0.154873514
17,17,0,0,0,0.167511797
22,36,22,0,0,0.144993544
40,14,21,5,40,0.118426228
15,10,5,42,15,0.12049737
35,35,0,0,0,0.116256142
11,11,0,0,0,0.121293974
2,23,7,2,0,0.117729425
47,29,47,0,0,0.1143857
32,32,0,0,0,0.11712327
32,39,27,37,32,0.118798542
34,34,0,0,0,0.122259712
35,43,35,0,0,0.120960426
13,21,37,13,0,0.12183919
29,29,0,0,0,0.113947105
3,38,43,40,3,0.119594765
44,30,44,0,0,0.122835493
22,22,0,0,0,0.12766614
10,10,0,0,0,0.141034222
10,43,10,0,0,0.138086271
12,2,44,12,0,0.132283926
26,9,18,20,26,0.140871572
5,5,45,5,0,0.179641151
2,1,2,0,0,0.170295286
39,39,0,0,0,0.154664755
9,28,43,15,9,0.182086754
37,22,5,49,37,0.132699108
40,19,41,18,40,0.122305632
36,3,28,36,0,0.218725443
40,30,23,7,40,0.141544867
46,13,40,46,0,0.138368416
2,17,2,0,0,0.135491896
39,11,22,3,39,0.133730078
7,7,0,0,0,0.131243753
6,27,48,11,6,0.139726114
26,31,29,26,0,0.143636894
26,23,26,0,0,0.142705441
46,38,5,25,46,0.136781549
41,41,0,0,0,0.12264328
42,36,18,36,42,0.156031847
15,15,0,0,0,0.175183249
38,9,38,0,0,0.192347097
36,45,14,36,0,0.189542103
36,36,0,0,0,0.169896317
7,29,37,47,7,0.172829533
7,43,17,7,0,0.149649286
6,14,6,0,0,0.114025354
6,7,23,8,6,0.124254894
44,44,0,0,0,0.118357182
47,44,47,0,0,0.12185812
23,29,23,0,0,0.114885092
42,45,20,42,0,0.119806528
11,9,11,0,0,0.115105009
48,9,42,40,48,0.121789503
46,34,21,46,0,0.12001586
33,42,1,35,33,0.116014051
41,25,1,41,0,0.129039049
27,27,21,3,27,0.115862608
26,25,26,0,0,0.125158262
32,32,0,0,0,0.121249771
33,17,42,30,33,0.134098434
14,2,24,14,0,0.166758966
30,6,6,21,30,0.163750267
29,29,0,0,0,0.142250586
4,9,47,37,4,0.160975075
46,12,10,46,0,0.159925175
47,47,0,0,0,0.16716671
30,45,20,4,30,0.177259159
18,18,0,0,0,0.1222579
28,1,3,28,0,0.119561434
48,48,0,0,0,0.117037439
36,28,19,45,36,0.12203989
18,23,28,18,0,0.115496206
8,45,8,0,0,0.11924634
10,8,46,7,10,0.118234682
32,28,16,32,0,0.119244194
21,48,16,2,21,0.11860857
38,38,0,0,0,0.117135525
22,15,36,22,0,0.118228531
23,27,9,28,23,0.12406559
33,33,0,0,0,0.115167284
11,49,35,30,11,0.123557425
19,38,42,19,0,0.116655302
22,16,19,21,22,0.140752935
4,5,4,0,0,0.168736315
3,43,9,3,0,0.1507761
46,12,10,22,46,0.149639559
19,14,28,19,0,0.172529888
16,16,0,0,0,0.143505764
26,7,24,25,26,0.150652552
35,17,43,35,0,0.173519659
2,2,0,0,0,0.124297571
47,47,0,0,0,0.117761421
45,45,0,0,0,0.117339706
38,38,38,0,0,0.118244171
48,48,0,0,0,0.121359921
29,23,40,30,29,0.121735287
41,41,0,0,0,0.120934153
12,16,12,0,0,0.121921778
49,40,25,49,0,0.119863033
45,36,45,0,0,0.135054064
32,23,32,0,0,0.135070944
9,12,11,45,9,0.140394783
18,29,26,30,18,0.13407979
39,20,4,44,39,0.136236095
42,42,0,0,0,0.15863409
10,6,14,42,10,0.189288044
33,29,6,33,0,0.171333694
40,28,44,47,40,0.172894955
15,20,3,42,15,0.179158211
3,5,3,0,0,0.162733459
29,29,0,0,0,0.18939662
47,25,47,0,0,0.129391575
49,5,49,0,0,0.117772436
39,25,10,39,0,0.124722576
8,8,0,0,0,0.119369841
24,24,0,0,0,0.123737049
46,22,44,46,0,0.125344086
4,4,0,0,0,0.118416405
29,24,27,29,0,0.11789155
21,21,49,45,21,0.121968031
32,35,32,0,0,0.117808056
14,45,33,14,14,0.123758602
35,11,35,0,0,0.114386225
28,28,0,0,0,0.116170788
43,12,17,2,43,0.119455099
38,22,38,0,0,0.115487051
17,39,10,12,17,0.145484257
43,16,43,0,0,0.160671186
33,2,43,15,33,0.15864172
24,30,43,43,24,0.128171253
43,14,44,49,43,0.165862513
44,34,44,0,0,0.175351572
38,38,0,0,0,0.126203537
33,5,33,0,0,0.166779947
